scid,message_count,percentage_of_total
998466509225132033,3,0.0
1007518788509761536,3,0.0
954136399380938753,3,0.0
995440653213696001,3,0.0
808393934133526529,3,0.0
996324660607582209,3,0.0
892865014522576898,3,0.0
994570939510882305,3,0.0
943530510346223617,3,0.0
933957062529843201,3,0.0
992255368107786240,3,0.0
933570034403966977,3,0.0
988895260588113921,3,0.0
992183899913125889,3,0.0
1000960201581002753,3,0.0
993281212379037697,3,0.0
997649572086022145,3,0.0
859023146136502273,3,0.0
913669973516025857,3,0.0
919817343012765697,3,0.0
999823306756456449,3,0.0
997663865708478465,3,0.0
1003746364167421953,3,0.0
1003342843310964736,3,0.0
978933685166407681,3,0.0
998423628243533825,3,0.0
981199778751905793,3,0.0
883080460467961856,3,0.0
996544562884116481,3,0.0
981557119956090881,3,0.0
993704524332204033,3,0.0
741476556953878528,3,0.0
989502191015034881,3,0.0
1003338445320683520,3,0.0
991039308165939204,3,0.0
992369717334376449,3,0.0
1000850250442145793,3,0.0
999056946979930113,3,0.0
873381668552376321,3,0.0
1003341743878111232,3,0.0
877925950104076288,3,0.0
974151909116805121,3,0.0
784636786411307008,3,0.0
1000316987316436993,3,0.0
989443916845416449,3,0.0
998686411614978049,3,0.0
980726988728500225,3,0.0
996529169711300608,3,0.0
891147577327812618,3,0.0
993884844267339777,3,0.0
995310910868357121,3,0.0
999297740017172481,3,0.0
995295517765337089,3,0.0
997713343937904641,3,0.0
999277948806955009,3,0.0
982334474772611073,3,0.0
820995436958384129,3,0.0
894266891736711169,3,0.0
982400445448257541,3,0.0
973248110575419395,3,0.0
994523660770344979,3,0.0
960031980836290560,3,0.0
1005304372108656641,3,0.0
997890365140041729,3,0.0
946551968391626753,3,0.0
998425827262726145,3,0.0
1006447864200429569,3,0.0
731516081151803392,3,0.0
980743481340526635,3,0.0
955908812203622401,3,0.0
996767763838533636,3,0.0
958491565084049409,3,0.0
817463805592993793,3,0.0
833204413999808513,3,0.0
921828349882597376,3,0.0
1003341743877980160,3,0.0
996594041020284928,3,0.0
971237103825584133,3,0.0
1003246086333530113,3,0.0
991722104951078913,3,0.0
994135532912443393,3,0.0
939544780623380481,3,0.0
975068901829574657,3,0.0
981727544281006080,3,0.0
971927597144473600,3,0.0
1006306027251695617,3,0.0
1005884914342756352,3,0.0
1001632003269918721,3,0.0
783194227122110464,3,0.0
837699217685151745,3,0.0
959297507045343235,3,0.0
997608890219888640,3,0.0
998150949465096193,3,0.0
967374519443062788,3,0.0
1006112513062338560,3,0.0
1001027271807467520,3,0.0
1001148218085736448,3,0.0
843576107174854657,3,0.0
995844173962346497,3,0.0
987637419234885632,3,0.0
995796895060262912,3,0.0
995695740050538496,3,0.0
1005866222597177349,3,0.0
969331650154004480,3,0.0
1001761745642717184,3,0.0
1001849706510221312,3,0.0
989945294098268162,3,0.0
995421961693429761,3,0.0
801515389528768513,3,0.0
962931392961642497,3,0.0
962134247053524993,3,0.0
943383175796752385,3,0.0
932434238946476033,3,0.0
1006587502097268736,3,0.0
893513726321885185,3,0.0
960093553585291265,3,0.0
957495407466446848,3,0.0
994657801012510728,3,0.0
977977110079668224,3,0.0
1003784847109783553,3,0.0
995858467605250049,3,0.0
995782601469657089,3,0.0
994641308245360641,3,0.0
835007613127360513,3,0.0
831055968323305473,3,0.0
1006456660382842880,3,0.0
921201628118581248,3,0.0
808269689332301825,3,0.0
953825237614592001,3,0.0
847139624399536131,3,0.0
988935942507593729,3,0.0
976542247453917186,3,0.0
963797808195829761,3,0.0
906475868948135936,3,0.0
976453186945089537,3,0.0
999642986870538241,3,0.0
996703992215896065,3,0.0
993409855261114369,3,0.0
964868732416884737,3,0.0
780598280193179649,3,0.0
933690980819140614,3,0.0
783669216229654529,3,0.0
1006031149219119106,3,0.0
774973178760790017,3,0.0
917115842978906113,3,0.0
999706758355222529,3,0.0
987763863071096833,3,0.0
944478289401675777,3,0.0
913932756906737664,3,0.0
766975331220717568,3,0.0
997662766187872256,3,0.0
999296640475594753,3,0.0
998147650916319233,3,0.0
996580846870331393,3,0.0
995415364439506945,3,0.0
997387888335716353,3,0.0
858075367076528132,3,0.0
993707822904967169,3,0.0
995517619151372289,3,0.0
998633635036921857,3,0.0
940293548035473410,3,0.0
976813826824273921,3,0.0
995428558608859137,3,0.0
998335667404079105,3,0.0
996580846862204929,3,0.0
925258826092576771,3,0.0
999110823083769857,3,0.0
991740796598878209,3,0.0
906933265876058112,3,0.0
896741892546035712,3,0.0
999787022855700480,3,0.0
962619131767422980,3,0.0
996313665535541249,3,0.0
983972747020337152,3,0.0
994457689818529793,3,0.0
999135012262969344,3,0.0
987671504176939009,3,0.0
823242838809116672,3,0.0
1000245519103426563,3,0.0
890071155461652484,3,0.0
993581379045621761,3,0.0
982161851433811968,3,0.0
995007445776924672,3,0.0
876317364574617600,3,0.0
987691295302942721,3,0.0
996627026244665345,3,0.0
947426079959744513,3,0.0
1004679849458270208,3,0.0
996218007938072577,3,0.0
893572000418430977,3,0.0
879100228531978241,3,0.0
780620270444871681,3,0.0
963265644516737029,3,0.0
989719894269493249,3,0.0
906263663167143937,3,0.0
987655011580903424,3,0.0
1003711179811979265,3,0.0
996835933552508928,3,0.0
995489031760183297,3,0.0
998435722903158785,3,0.0
1000720508168962049,3,0.0
933722866654969864,3,0.0
994913987239477249,3,0.0
947321626441744385,3,0.0
900892548905828352,3,0.0
830986699078565894,3,0.0
847993944997036033,3,0.0
994688587377737742,3,0.0
994949171643613185,3,0.0
934389170786271233,3,0.0
997118508045107201,3,0.0
757274340103618560,3,0.0
965742844238757888,3,0.0
996911799809933313,3,0.0
993321894323945473,3,0.0
918501227691573248,3,0.0
992311443247398913,3,0.0
995823283248234497,3,0.0
971186526244634627,3,0.0
989178934599221248,3,0.0
954721339584610304,3,0.0
1002831570417811457,3,0.0
988011253268086788,3,0.0
972257450588766209,3,0.0
994641308245360659,3,0.0
963897863621378049,3,0.0
886043644323364867,3,0.0
991161354018881537,3,0.0
994917285722324993,3,0.0
955183134665146369,3,0.0
995823283247972353,3,0.0
978595035708784642,3,0.0
994408211797573632,3,0.0
819725500999270400,3,0.0
909970116801789952,3,0.0
980569758502354991,3,0.0
901464294998802433,3,0.0
958743353140445185,3,0.0
1007610047961563137,3,0.0
994736965764448257,3,0.0
1006442366635606016,3,0.0
935336949712355329,3,0.0
854536039107919873,3,0.0
993685832763310081,3,0.0
997395584897187841,3,0.0
804896387749838849,3,0.0
1001518753564852225,3,0.0
939488705492025345,3,0.0
940705864877539329,3,0.0
1002477527718756353,3,0.0
933872400203907073,3,0.0
875382779623243776,3,0.0
995555002646593537,3,0.0
954727936794492929,3,0.0
877956736434307072,3,0.0
942759752698888192,3,0.0
999965143650467841,3,0.0
993674837588312067,3,0.0
894173433301172224,3,0.0
989417528645386241,3,0.0
997994818769584136,3,0.0
1007627640089411585,3,0.0
890349331943456778,3,0.0
964635635942031361,3,0.0
988593994417307649,3,0.0
970371788185272321,3,0.0
1002760102284230657,3,0.0
950846660899110912,3,0.0
947030255727411201,3,0.0
989376846676688896,3,0.0
999081136274014208,3,0.0
905230122343858177,3,0.0
989376846676754432,3,0.0
879520241826856960,3,0.0
768626797602865153,3,0.0
1006856882465079296,3,0.0
988766617725829121,3,0.0
991191040779419649,3,0.0
932506806825058305,3,0.0
1000425839032008705,3,0.0
952889553458561026,3,0.0
952807090096898049,3,0.0
880249217993801729,3,0.0
967484470686056449,3,0.0
937449111499898882,3,0.0
799447208003371009,3,0.0
995922239426723840,3,0.0
947003867620376577,3,0.0
1006991022945402880,3,0.0
960128737987461120,3,0.0
1005217510667976704,3,0.0
861749935042920449,3,0.0
982773179802583046,3,0.0
1000936012452528128,3,0.0
950775192368644096,3,0.0
996592941541097472,3,0.0
925819577221185539,3,0.0
1003261479618609153,3,0.0
932538692644700161,3,0.0
1001571530062495745,3,0.0
994305957312069633,3,0.0
1007053695154061313,3,0.0
1003836524033933313,3,0.0
855015426244280321,3,0.0
987801246622220289,3,0.0
1007647431303495681,3,0.0
798519220305788929,3,0.0
809131706517291009,3,0.0
997398883446882305,3,0.0
919796452413276161,3,0.0
922014167316103169,3,0.0
854991236944560128,3,0.0
962044087081369601,3,0.0
945633876092190721,3,0.0
964807159808917507,3,0.0
738932287053430784,3,0.0
794372961879130113,3,0.0
854898877953212417,3,0.0
990049747723616257,3,0.0
840063167631917057,3,0.0
987247092737245185,3,0.0
860207320170758145,3,0.0
878343764400340993,3,0.0
1006984425772089345,3,0.0
980169536277250056,3,0.0
930131861695234049,3,0.0
949055556161241088,3,0.0
942261674061856769,3,0.0
1004711735355899905,3,0.0
980737983811289109,3,0.0
960979759940501505,3,0.0
907349980767715328,3,0.0
1000102582600925185,3,0.0
1004849174434807809,3,0.0
834624983132864513,3,0.0
983200889785024512,3,0.0
715946996483620864,3,0.0
849016490740875264,3,0.0
996045384640102401,3,0.0
997471451173290015,3,0.0
988499436368232449,3,0.0
1006257648746430468,3,0.0
940532142019051521,3,0.0
998738088733966336,3,0.0
997470351704784897,3,0.0
995134989074956289,3,0.0
871690619509538817,3,0.0
989346060427919361,3,0.0
949570127711764480,3,0.0
1000874439833550848,3,0.0
902865072708517889,3,0.0
893959028530282496,3,0.0
894055785535045633,3,0.0
933722866654969860,3,0.0
943184164251107329,3,0.0
953882412273238016,3,0.0
928353951305433089,3,0.0
933722866654969856,3,0.0
847550841790070784,3,0.0
1006456660384481282,3,0.0
933722866654969857,3,0.0
1002733714024497155,3,0.0
945155588488822784,3,0.0
960293664499564545,3,0.0
997994818740813824,3,0.0
994208100738990082,3,0.0
936562905124634625,3,0.0
957129270260793345,3,0.0
995479136224018433,3,0.0
1001559435602821120,3,0.0
1001527549688479745,3,0.0
1001506658853257217,3,0.0
957924216981487616,3,0.0
1000960201569861632,3,0.0
998857935356887046,3,0.0
987437308102705153,3,0.0
1005294476494897152,3,0.0
1006133403977580545,3,0.0
915628203701174272,3,0.0
979839682754838530,3,0.0
995048127587745793,3,0.0
1001077849440518144,3,0.0
879487256556994561,3,0.0
1001605614945894401,3,0.0
927952629650620417,3,0.0
976134328583651329,3,0.0
873449838302855169,3,0.0
971282183770669056,3,0.0
942436496191848449,3,0.0
970000153233063936,3,0.0
818312628622852096,3,0.0
970806095181250560,3,0.0
850643767906795521,3,0.0
863161707883003906,3,0.0
786224481331773441,3,0.0
1006437968639754241,3,0.0
982721502731108352,3,0.0
909155378794135553,3,0.0
935685494772596737,3,0.0
1007129561460441088,3,0.0
915365420452216835,3,0.0
1004934936143265793,3,0.0
961331603591528448,3,0.0
1000977793810890752,3,0.0
952902747410792449,3,0.0
1001958558250369025,3,0.0
889836959512002561,3,0.0
1004732626018697217,3,0.0
993437343042437121,3,0.0
835176937973678084,3,0.0
1006299430203031552,3,0.0
991074492675784704,3,0.0
980013405709795328,3,0.0
996135544626544641,3,0.0
933491969232928769,3,0.0
990503846151258118,3,0.0
1000149861563564033,3,0.0
1005806848818413569,3,0.0
976404808432091137,3,0.0
974944657120296960,3,0.0
997117408501170176,3,0.0
971724187389394945,3,0.0
983680276853358605,3,0.0
915222483968196609,3,0.0
832003747384066049,3,0.0
958042964331855873,3,0.0
999450572213583872,3,0.0
861442071713021952,3,0.0
992468673417445377,3,0.0
998191631407972352,3,0.0
1006575407541583872,3,0.0
987247092737245184,3,0.0
987659409528389632,3,0.0
966121076149125121,3,0.0
1006645776208232449,3,0.0
984844659681984513,3,0.0
991115174475464705,3,0.0
939012617008185345,3,0.0
979352599117103105,3,0.0
973963892671512577,3,0.0
999829903640428544,3,0.0
919551261182394369,3,0.0
1007368155372388353,3,0.0
980586251115036705,3,0.0
1003938778630848512,3,0.0
974807218106925057,3,0.0
800797408368787457,3,0.0
996907401730654209,3,0.0
944871914444750848,3,0.0
964974285546586113,3,0.0
797048073777381377,3,0.0
993383466938662913,3,0.0
941855954191777792,3,0.0
996042086092963841,3,0.0
925453439630442497,3,0.0
997381291382996993,3,0.0
993888142847967233,3,0.0
965742844209397760,3,0.0
1007647431442300928,3,0.0
976648900139483137,3,0.0
1005912402034819072,3,0.0
834695351882022912,3,0.0
995141586080038913,3,0.0
1007647431301136385,3,0.0
991978291175751681,3,0.0
1003442898963070977,3,0.0
880674729132883968,3,0.0
925233537415839747,3,0.0
994426903478009857,3,0.0
998144352535052289,3,0.0
883205804883312641,3,0.0
922052650259578880,3,0.0
997553914555727873,3,0.0
995601181932191745,3,0.0
1006572109018103809,3,0.0
987429611570790404,3,0.0
997364798556864513,3,0.0
988403778843639809,3,0.0
913361010703335424,3,0.0
996130047092654081,3,0.0
995460444421292033,3,0.0
1003729871453290497,3,0.0
934545301271412736,3,0.0
988404878383579146,3,0.0
896033807058403329,3,0.0
971904507466088449,3,0.0
889617057196736513,3,0.0
955606446476230657,3,0.0
987575846589890560,3,0.0
774277187905191939,3,0.0
997994818754969601,3,0.0
806580839524139009,3,0.0
999648484395122689,3,0.0
970207960868061185,3,0.0
914459422986010625,3,0.0
912385743894085633,3,0.0
980569758502354974,3,0.0
884881460645068801,3,0.0
875568597088665601,3,0.0
998406036133380096,3,0.0
1006314823250018304,3,0.0
970645566614732801,3,0.0
920711245968048134,3,0.0
970809393828986880,3,0.0
1005530871476322304,3,0.0
991044805759336448,3,0.0
912262598605864961,3,0.0
786275058750259201,3,0.0
1005592444230500353,3,0.0
987840828905619456,3,0.0
808402730241163265,3,0.0
1005893710410285062,3,0.0
934090103445782529,3,0.0
971702197204484097,3,0.0
931320433604231168,3,0.0
931323732127776768,3,0.0
1004488534453780481,3,0.0
979260240229105665,3,0.0
977773700594270208,3,0.0
909638064445915137,3,0.0
946284786952830977,3,0.0
967223886474248192,3,0.0
1002719420328902657,3,0.0
971880318198153217,3,0.0
835193430576529409,3,0.0
891767701845180417,3,0.0
934562893408239616,3,0.0
934600277025423360,3,0.0
989501091391275009,3,0.0
926005394403295240,3,0.0
964626839826464768,3,0.0
902275734481731584,3,0.0
880149162586406912,3,0.0
975444934738575362,3,0.0
987073369785106433,3,0.0
777076544406552576,3,0.0
928256094806278145,3,0.0
1007445121217331201,3,0.0
920705748366196737,3,0.0
1006595198756323329,3,0.0
1006527029065678849,3,0.0
910567151700475905,3,0.0
796153071201615873,3,0.0
943322702562656257,3,0.0
909563297512816640,3,0.0
983680276853358607,3,0.0
1002362079115608065,3,0.0
1007457215801393152,3,0.0
979359196286681088,3,0.0
999185589837758471,3,0.0
990503846122422273,3,0.0
998196029425582080,3,0.0
935765759211208705,3,0.0
991213031040548866,3,0.0
999891476466892801,3,0.0
980476300063866881,3,0.0
981897968580165635,3,0.0
996859023287648256,3,0.0
999221873710596097,3,0.0
962015499738480640,3,0.0
942370525474258945,3,0.0
895424677555929090,3,0.0
998750183350468608,3,0.0
922715655730626561,3,0.0
990971138526150656,3,0.0
971118356544684034,3,0.0
961483336084815873,3,0.0
986895248936861697,3,0.0
1000136667427962881,3,0.0
990058543897378816,3,0.0
987647314866929664,3,0.0
1005217510667780097,3,0.0
974392702214668289,3,0.0
1007331871625576448,3,0.0
991273504181649409,3,0.0
753584379049410560,3,0.0
989527479798071296,3,0.0
781196414548639746,3,0.0
818550123038310400,3,0.0
1000970097211473920,3,0.0
954869773663404033,3,0.0
962725784288559104,3,0.0
921828349858217985,3,0.0
953619628956450816,3,0.0
938086828252659713,3,0.0
958221085213851648,3,0.0
763903295738347521,3,0.0
982713806276788224,3,0.0
944150634905403392,3,0.0
843165989461032960,3,0.0
975823166907744256,3,0.0
1003865111412801536,3,0.0
1006451162830929921,3,0.0
913194984450555905,3,0.0
811839803580153857,3,0.0
757223762564218881,3,0.0
968542200830427136,3,0.0
939186339806117889,3,0.0
927288524616105984,3,0.0
772300265943793665,3,0.0
919010301583687681,3,0.0
964664223429296129,3,0.0
740549668768645120,3,0.0
975839659543691264,3,0.0
871387154432458753,3,0.0
993534100086980608,3,0.0
949196293924651011,3,0.0
881900684567379968,3,0.0
901454399414206464,3,0.0
914979491898195969,3,0.0
800050839926603777,3,0.0
969769255859716097,3,0.0
1000216931783344129,3,0.0
970163980466716673,3,0.0
885088168718696448,3,0.0
1001739755405180929,3,0.0
947445871221538816,3,0.0
976254175478480896,3,0.0
964296986402488321,3,0.0
1004613878725279748,3,0.0
826865729508016129,3,0.0
992635799095017472,3,0.0
891147577331286018,3,0.0
813904686458339328,3,0.0
922190089080799232,3,0.0
992332333999718400,3,0.0
940023068297723905,3,0.0
858932986271498240,3,0.0
959993497985875968,3,0.0
999180092292923393,3,0.0
858655909346672641,3,0.0
934135183411380225,3,0.0
807042634427662336,3,0.0
961043531528077313,3,0.0
994641308310372353,3,0.0
980830342683492352,3,0.0
933585427627638790,3,0.0
998358757080629248,3,0.0
940559629850443776,3,0.0
567873566593449985,3,0.0
994523660770344988,3,0.0
1000316987301429249,3,0.0
1005208714515644417,3,0.0
997380191806685188,3,0.0
969115046411698177,3,0.0
989670416295395330,3,0.0
780013340000649217,3,0.0
992531345564106752,3,0.0
955009411786866689,3,0.0
1002160868296949761,3,0.0
1005681504672350209,3,0.0
1004941533224632321,3,0.0
977366881118912513,3,0.0
999370307921051649,3,0.0
1005866222595276801,3,0.0
982607153562976256,3,0.0
994757856606420993,3,0.0
957783479521116161,3,0.0
953267785333145600,3,0.0
1005390134041706496,3,0.0
926217600242745345,3,0.0
997574805295464449,3,0.0
1000800772418633729,3,0.0
1002386268357722115,3,0.0
846991190374875139,3,0.0
966070498660843520,3,0.0
1002746908042985472,3,0.0
988131100013101058,3,0.0
1005895909309022209,3,0.0
947337019599093760,3,0.0
1007453917314088960,3,0.0
1006801906868355072,3,0.0
890148121370165249,3,0.0
991392251617869825,3,0.0
1003341743878045696,3,0.0
937710795306303490,3,0.0
991732000652853249,3,0.0
894074477289734145,3,0.0
1005544065617100800,3,0.0
987194316070649857,3,0.0
996747972638081024,3,0.0
999276849317740544,3,0.0
1007611147507924992,3,0.0
1003920086952509441,3,0.0
917120240993894401,3,0.0
891256429033488385,3,0.0
1000907425124253696,3,0.0
968067211752243201,3,0.0
945604189239967745,3,0.0
945606388268924931,3,0.0
1000909624145215488,3,0.0
975273411047456769,3,0.0
980239904953270272,3,0.0
1001293353762029568,3,0.0
1003231792625811456,3,0.0
990173992631074817,3,0.0
978304764532031488,3,0.0
945405177718243328,3,0.0
994876603828273161,3,0.0
957182046772264961,3,0.0
933065358591590400,3,0.0
972562015346360320,3,0.0
884273430665166849,3,0.0
732963038543609857,3,0.0
988476346658652160,3,0.0
829149415252164609,3,0.0
846180850296815619,3,0.0
1007412135955136514,3,0.0
1000400550319816710,3,0.0
999297740014747649,3,0.0
946599247318220800,3,0.0
804208093446733825,3,0.0
958856602858225664,3,0.0
911381889856765952,3,0.0
887243211584831488,3,0.0
973783572738277376,3,0.0
1004121297572134913,3,0.0
790313564926640132,3,0.0
956050649407946753,3,0.0
990086031769927681,3,0.0
974977642377445377,3,0.0
931421588683816961,3,0.0
997978326091104257,3,0.0
1006388490583015424,3,0.0
1004686446655242240,3,0.0
997732035422912512,3,0.0
911071827604209665,3,0.0
1001868398247673858,3,0.0
826961387057315841,3,0.0
1005010802452856832,3,0.0
900319703270424577,3,0.0
871038609241276417,3,0.0
980653321441116160,3,0.0
992750148281237505,3,0.0
988254245351325697,3,0.0
996160833537376257,3,0.0
988391684189978633,3,0.0
874620818057199620,3,0.0
822733764878991361,3,0.0
999297740015140865,3,0.0
938474955764203520,3,0.0
998177337646186497,3,0.0
990965640930066433,3,0.0
993408755709640705,3,0.0
939128065749745665,3,0.0
939288594563137540,3,0.0
995601181937369089,3,0.0
996579747429351425,3,0.0
994777647694020609,3,0.0
996423616667123712,3,0.0
1004023440976904193,3,0.0
993520905942138881,3,0.0
895327920580526081,3,0.0
974978741955198976,3,0.0
995796894989942785,3,0.0
996701793062813697,3,0.0
999602304796393473,3,0.0
994320250899464193,3,0.0
998917308961914881,3,0.0
993889242312343553,3,0.0
974604907841323009,3,0.0
996698494571642881,3,0.0
999710057031532545,3,0.0
950155067822571520,3,0.0
938890571206557697,3,0.0
995649560486019073,3,0.0
989473603664281600,3,0.0
989977180066480129,3,0.0
740499091142410240,3,0.0
971243700963704835,3,0.0
999292242454052865,3,0.0
963486646436036609,3,0.0
784866584394596352,3,0.0
993442840577966081,3,0.0
995329602533195776,3,0.0
997544018984042497,3,0.0
938354009503432705,3,0.0
999958546629722112,3,0.0
999371407324479488,3,0.0
1005185624820482048,3,0.0
999418686263001089,3,0.0
781315161881247744,3,0.0
957749394780848128,3,0.0
993270217361063937,3,0.0
996724882870239232,3,0.0
955183134687821824,3,0.0
647552975280078849,3,0.0
939398545741774849,3,0.0
887558771381895169,3,0.0
971385537954054146,3,0.0
921021308258025473,3,0.0
971699998231166977,3,0.0
999182291335774208,3,0.0
939487606014935041,3,0.0
853425532337586177,3,0.0
853943402399203329,3,0.0
1003759558269534209,3,0.0
1001038267006320640,3,0.0
1001179004417540097,3,0.0
835006513549672449,3,0.0
1002583080927952896,3,0.0
1001497862918963200,3,0.0
798380681754902529,3,0.0
976247578296713217,3,0.0
1001670486147923970,3,0.0
860302977650458625,3,0.0
999718853020352513,3,0.0
755054426040434689,3,0.0
751146761800450049,3,0.0
977792392151629824,3,0.0
1003995953264852992,3,0.0
1003916788483883008,3,0.0
880112878700724224,3,0.0
960364033276182529,3,0.0
991039308165939201,3,0.0
967997942655090689,3,0.0
1005064678556565505,3,0.0
972463059419267073,3,0.0
1001700173086457857,3,0.0
941825167735324673,3,0.0
989202024277934080,3,0.0
847161614744289281,3,0.0
980894114354888704,3,0.0
832590886665060354,3,0.0
993912332264079360,3,0.0
995882656921485314,3,0.0
992554435296296961,3,0.0
962445408931610625,3,0.0
996320262633488385,3,0.0
967323941944033281,3,0.0
993924426847617024,3,0.0
987041484000460801,3,0.0
957166653494001664,3,0.0
974200287583731713,3,0.0
918716731888500737,3,0.0
1001795830398976001,3,0.0
1003791444057260032,3,0.0
963273341086990336,3,0.0
997471451173289987,3,0.0
955600948993720321,3,0.0
768839003351154689,3,0.0
971095266875473920,3,0.0
888273454059159552,3,0.0
893513726321557504,3,0.0
824964673943109633,3,0.0
996644618542448641,3,0.0
833656313320046593,3,0.0
783710997605974017,3,0.0
1002841465961185281,3,0.0
862257909343453186,3,0.0
989931000486232065,3,0.0
970222254765899777,3,0.0
866057821643669506,3,0.0
896030508533153792,3,0.0
939556875357519873,3,0.0
938275944224587776,3,0.0
847198998141665280,3,0.0
990569816934449153,3,0.0
974216780266274819,3,0.0
1006489645650280448,3,0.0
997074527544999936,3,0.0
935528264793391105,3,0.0
854528342555426816,3,0.0
806557749698035713,3,0.0
997135000703139841,3,0.0
978834729265725444,3,0.0
984294903945887745,3,0.0
987266883839524864,3,0.0
1004483036873162755,3,0.0
997883768105664514,3,0.0
1000400550227214336,3,0.0
999221873783996416,3,0.0
987644016483958784,3,0.0
1005258192583786498,3,0.0
933574432460505090,3,0.0
984951312359161857,3,0.0
968240934591660032,3,0.0
1003604527216656385,3,0.0
964379449923600385,3,0.0
925089501275488256,3,0.0
984711618841804801,3,0.0
958583924009533441,3,0.0
852184183709040641,3,0.0
987837530378010625,3,0.0
1005591344730275841,3,0.0
945672359084949505,3,0.0
1002802983244660737,3,0.0
846395255001907201,3,0.0
980630231656103937,3,0.0
994688587377737750,3,0.0
999413188970086400,3,0.0
861437673676537857,3,0.0
990797415723565057,3,0.0
971216213035319297,3,0.0
835373750426664960,3,0.0
866036930883092481,3,0.0
989121760002965505,3,0.0
988480744605941762,3,0.0
1005294476486770689,3,0.0
997692453204066305,3,0.0
948514596595564545,3,0.0
1001425295048310784,3,0.0
999914566171492352,3,0.0
945395282183127041,3,0.0
1007600152392564737,3,0.0
916362677550776321,3,0.0
968663147061968896,3,0.0
992275159268786176,3,0.0
887066190208434177,3,0.0
813914582138093569,3,0.0
964438823398080512,3,0.0
976788538018299905,3,0.0
971931995177222147,3,0.0
905919516299886593,3,0.0
988629178723860481,3,0.0
980507086475231233,3,0.0
990255356384903171,3,0.0
981072235352096769,3,0.0
977512016644669441,3,0.0
981501044963999745,3,0.0
1004950329310969856,3,0.0
734898178862022657,3,0.0
772570745867468801,3,0.0
773422867374538753,3,0.0
890827619497803777,3,0.0
1007272497916411905,3,0.0
908603424093765633,3,0.0
969704384735674368,3,0.0
995456046380154881,3,0.0
880249217993867265,3,0.0
995851870643814400,3,0.0
945245748569243648,3,0.0
957458024081129473,3,0.0
993581379044311041,3,0.0
835456213973991425,3,0.0
881544442827309056,3,0.0
996682001827037185,3,0.0
997713343753224192,3,0.0
849816935193378821,3,0.0
759694365140451328,3,0.0
999295540959444993,3,0.0
996910700297060353,3,0.0
993701225824845825,3,0.0
994060766098358273,3,0.0
948761986736193536,3,0.0
999619896997707776,3,0.0
999115221099610113,3,0.0
1004138889827581952,3,0.0
994981057448378369,3,0.0
997361500072574977,3,0.0
999293341938352129,3,0.0
964635636053311488,3,0.0
953339253492350976,3,0.0
982136562610143235,3,0.0
995517619171033089,3,0.0
925355583227625472,3,0.0
926905894448005120,3,0.0
997410978165161984,3,0.0
996625926820528128,3,0.0
970336603820130305,3,0.0
999295540959510529,3,0.0
938259451515830273,3,0.0
898071202247409665,3,0.0
997608890219888642,3,0.0
966384959045107712,3,0.0
943730621357228033,3,0.0
979714338481307648,3,0.0
840615122495602688,3,0.0
969041379111534593,3,0.0
975924321848852481,3,0.0
994091552504086528,3,0.0
911799704390270977,3,0.0
1003604527211020289,3,0.0
876393230855962625,3,0.0
917337944263819264,3,0.0
1004153183377686528,3,0.0
745791040640450560,3,0.0
915695273972793345,3,0.0
850530518371401729,3,0.0
987637419234754560,3,0.0
988320215930830849,3,0.0
900594581273378817,3,0.0
983592316035334144,3,0.0
900048124022554625,3,0.0
876660412097036288,3,0.0
991217429102919680,3,0.0
969049075603079169,3,0.0
981170091864752129,3,0.0
915781035792662529,3,0.0
997335111804715009,3,0.0
999434079574294529,3,0.0
922652983459315713,3,0.0
957782379975933953,3,0.0
981686862350778368,3,0.0
1006508337426661377,3,0.0
1005480293999771649,3,0.0
1002002538635395073,3,0.0
998990976276234240,3,0.0
993308700259188736,3,0.0
997734234541195264,3,0.0
1006031149219250180,3,0.0
876029292457885699,3,0.0
817995969271627776,3,0.0
983535141386977298,3,0.0
989357055474663425,3,0.0
989777068856705025,3,0.0
978895202424193025,3,0.0
965800018855591937,3,0.0
912910210940993537,3,0.0
1000400550319816708,3,0.0
933666791519354887,3,0.0
925027928677482497,3,0.0
969872609859469313,3,0.0
945460153279905792,3,0.0
1000910723613196288,3,0.0
934749810432475136,3,0.0
992153113484001280,3,0.0
877169486001668097,3,0.0
811343923805487104,3,0.0
894788060353134593,3,0.0
914529791640076289,3,0.0
862138062522613761,3,0.0
914790375824687105,3,0.0
852828497582686208,3,0.0
1001904682158850050,3,0.0
872902281386131456,3,0.0
953730679767957505,3,0.0
996982168601296915,3,0.0
925085103277015041,3,0.0
908382422035136512,3,0.0
884376784682876928,3,0.0
948167150839922689,3,0.0
970978718610030593,3,0.0
881339933599137792,3,0.0
772267280665214977,3,0.0
788099148481626113,3,0.0
883298163855065088,3,0.0
966670832104767489,3,0.0
1007378050963668993,3,0.0
975760494645280768,3,0.0
918081214224334849,3,0.0
925169765667831809,3,0.0
919806347981750273,3,0.0
1001370319450537985,3,0.0
974818213214683137,3,0.0
910791452003729408,3,0.0
974157406652334081,3,0.0
993724315651473409,3,0.0
931321533105373184,3,0.0
1002259824410689536,3,0.0
1000058602143088641,3,0.0
972041946350288903,3,0.0
987762763543674881,3,0.0
959481125417713665,3,0.0
996292774900400132,3,0.0
976272867099475968,3,0.0
993584677563465729,3,0.0
867235398385270785,3,0.0
986680844170100737,3,0.0
850266635489771523,3,0.0
839009835511185409,3,0.0
954613587631013889,3,0.0
