pubkey,active_channels,closed_channels,opened_channels,age_days,asn,iso_code,net_type,sockets,alias
033966e8e002ccfdcdd2a6f8e0bb12e01fe388beb37f48c89f58b68847c05e25d8,1,3,1,1046,,,tor,5zavvis3wliegdh3wij3bkw2usnrw2fb5yrejptxug6ffztvbmbk2mad.onion:9735,Harebrained Lightning
0325bb9bda523a85dc834b190289b7e25e8d92615ab2f2abffbe97983f0bb12ffb,68,415,68,2010,396982,US,both,"34.68.18.9:9735,2nyux4e5vnquoyyqxlb6bypoxcg5kxiyzu65ip5cm7bzziiwzrdkbwad.onion:9735",lnd1.blink.sv
02c4606ab54ba522094494c4ab53e4c8871cef9b89220496043b37e6c39202bad3,1,0,1,49,9808,CN,clearnet,39.128.48.139:9735,LNT.wl0212
0350d72e4cb810c44312eee109305792897a62c0ebf04290cb7fd9035ebd8c733e,3,23,3,372,,,tor,3p3fidy4vu5yhlv2xyvnix6mqqjwk7en7aorflyka66f2r6frjyhtbad.onion:9735,YouCanCallMeRuby
021d270e374cb040ffffa0ca82f329a0b674ed8dc9d25df980f6acf1c14fc28f1d,1,0,1,373,,,tor,rfjcwcdfezanoh5q4r3psh65hppt4u7qygzycsjutkvpjjbax4eqecqd.onion:9735,nodl [LND]
034f347b08484246ea019d589ac26d09922d161b7e6bc3c14643fc9c32d707b512,3,0,3,51,,,tor,6nzwa45h5hgquuwxg4mswhir32bvzgnguaczfd46bckmapr7tncdacqd.onion:9735,034f347b08484246ea01
0290ed68150c33b96f7369b4c10b9680fbc5130421ffe8c2ee253603ccbec4732b,0,28,2,2504,,,tor,akwziprh6ntpw76feibrhcj6hgafavupankodo2ulmt7ntqommm6u5yd.onion:9735,0290ed68150c33b96f73
0362259ea579f84772508de22086fa746f6e2571f8efb4bd5ec0876bcd18b5747c,0,231,0,940,14061,US,both,"159.223.176.115:38135,4osm5mruieeqxcy7tzvcjuf5e6z3m5ac4pe47oehu7jxdjp3kcy4maqd.onion:9735",Sunshine Canyon
02a347c873a9f79c3bd2abd8f6b00599a09b0f631e65ac5f68f3fa5e0118d25fec,1,0,1,146,132203,ID,clearnet,43.133.146.243:9735,LNT.POPOPOP
031b3b6b4713553ba9bdd4d301468411a828aa4339a06e86c55dba14c277d619b6,1,0,1,202,,,tor,y755rt3zzpmigjyk6yjkrzmq4zgobl25nb6imixgo5lzzvtpm4vnrhyd.onion:9735,start9-0xad1afa24eab4e05d
025b72df1e428ba9eb116b0134f3f2df51e9b4806eae722576ba73dc548ad4cfd8,2,2,2,422,,,clearnet,[::]:9735,Alby Hub
036aba2925ede21b61485bc23fc3593211d6fd4143c974dfef2dbb32a5fb29ef6f,1,0,1,160,4134,CN,clearnet,218.84.124.58:9735,LNT.wj008
02935477addfaa40661e10fdd67cb08bf5f64ff7a8bc71b058fc8e5e505e09bbf1,16,53,16,793,,,tor,guxigbrmsrzycjpr2xz2ufn3nesg5knt6gktxns5bszd22i76b4wb2yd.onion:9735,OrangeFren.com
03fa3be3b4528c1d588e60060d7f10e37c38f5aa02f867632a5c7b816cf5afa775,7,88,7,1858,9145,DE,tor,kn34ouitxozthphexj66osftcjikhy7utfdv3cidevaykdgdjdostmqd.onion:9735,satoshibox
03350bc406defbe4a162a0a4d34b1678f03721f486b445f9faedbb4970e589cfca,1,0,1,49,9808,CN,clearnet,39.128.49.55:9735,LNT.wl0152
027fdad1055d6c8d21679a2792f49365599a24b4b9df2d8b75acaf951c31070468,1,19,1,1247,,,tor,qkojuvqh66xs6ujjgcyp2l6ipcclehiof5kbf57s43wbjeij5744omyd.onion:9735,Operation Twist
035aa6c3a35ad39b569c2063805719c2de0bcfa5ea1adb3edeacc2cf700b633f94,1,3,1,1167,,,tor,lzjr5uhmjb6ybq2wghdhbc7ygybohx4tjj7ckjy2kiy7qxvnkzppytyd.onion:9735,GrackleNode
03b07031f39254eb79b2f03d2a5aa048bcb9ad94cecc35488737429f4f55faa019,1,0,1,182,9808,CN,clearnet,183.229.199.125:9735,LNT.TGQ05
02efdb1d6c10295195272ee896c9eac3c55fa1f0ee0250a86dfcf0af102ab55939,2,38,6,1854,,,tor,sd77z76bja5nchyfi4hw7f7if2v5ojgeibaaykanmuy6b2vaxcslowid.onion:9735,Chappa
02688cb3dd1b0e72f801bf46a4c4214f3c2cfd3430c7a60c60b7a21d70c54b06b1,1,1,1,1142,51167,FR,clearnet,89.117.53.206:9735,MarcusBolt
032f873d1fdbf0ee48b4c3aa0bdcf231922e455fd400c24d7275bc42653a92483d,5,9,5,1591,,,tor,autc7qdwq32vdsvzgunmhmswlnyugwn4vbkbsewy3vobnvjsx4qnqqqd.onion:9735,Lightning_is_real_Bitcoin_Cash
02da3d619bf699f3f796a6cae8185369fa08859c8fcf643600bcd776137c40817d,1,1,1,427,,,tor,s6xqsoxfb3xgsexnjs3a6t74l5het4unbvudhlwozhdszlqwek7mrwqd.onion:9735,WEIRDPHOTO
03a47f55c527c4e9a74a899d408dc7159b6ad1d0739877af407abe98406eede0db,1,4,1,187,,,tor,okqbdduxrsgq7sii7t7iobezep5rfcww6ldalhttihw3ksqbz3fl6dqd.onion:9735,GottaFly
02f97415753bbd457fe8e0952eca038d91abd0ddbca43aff813bc5d17fe01d7d89,1,0,1,126,4134,CN,clearnet,222.84.232.28:9735,LNT.tzj06
03ce62afd9cb6fce76178b02d86576b59c3ba8d8750dc2d8652b00e11164dd4ba6,2,1,2,890,,,tor,2irb5ykllvgnthavqgdilpmligutob3owjtt45infie3ig7u3p5ppnyd.onion:9735,minimir
0297420a961d552739ce1e4fac87136a984dd357b7c337b9db03c103dd38ac69fa,1,4,1,1788,,,tor,u5wnrjhn4h6xrna3dfiyc7rlkezjqwyk5z6maod6oi7bfngt34dkf3yd.onion:9735,0297420a961d552739ce
0268560adb040fd378916b559224e607e5e11d58e32e61a28fd9ce2e4f0e16d4aa,1,6,1,1639,24940,DE,both,"157.90.31.164:9735,hpeikdzgfea7wl5zwicgq53a7r6rafvcmvw6btnigrlegobr6256ndad.onion:9735",NeuEss
027a0552a57660b8bc05ce52e6c39310679b74a04b1a6609003a8ccda9ec82a463,1,0,1,358,,,tor,ra3nfxlokoyce3quoyvg4iw3qo7aqls7nvbc4paq7yn7mfhajxctcuqd.onion:9735,Callelio
02122cc345562215e46580425fea6302d0fcecbb4163a921b28a3317ba2dfbd55f,1,10,2,2022,,,tor,iuxi6x6kw5mk3etkkdvqvsnltw354nth7rf3k5jrd2gcx4uo6v77jbid.onion:9735,BitcoinRunners
026af0e71993e528c3dc7140cb6d08f0e4741eceb97a0a87567e39e50622f587b6,1,40,3,1799,,,tor,zomovj76u4jg5pcsjvrlo4ixtqcjuy2fqemi4uqpbb6oqpawid4v56yd.onion:9735,Aethyr
03bd18a06a4f3de60ec9cab144405b6c898ac206cff7a80f86e97c8d29b1178817,1,2,1,1637,,,tor,yd43qnshj4qayqpuvutsarwnq7tztqke7dndgcrrqpvpe2mk4jybgiad.onion:9735,BLUEBAGEL
03dbe90ae7401b61a3ebb1ef07ec972fe2d0f715f8e3be731003690985bfa5b413,8,14,8,578,,,tor,lkz7qwwmivut2u2ggkozzaf3ts7ouvmijhq2igx3wy3sksbwswquityd.onion:9735,Orange Gate
03740ea02585ed87b83b2f76317a4562b616bd7b8ec3f925be6596932b2003fc9e,1,0,1,500,,,tor,dzwgexiautycckoovqilj24m2boxc3osi7kc7gx5iij6vz2zep3mkyad.onion:9735,start9-0xf7e788d3fd9dd904
0340184310ca6d2ba62bbb3621eb04e6c6a4e8976df69826675720763bef217ffa,1,0,1,94,4134,CN,clearnet,120.70.254.189:9735,LNT.ZYF008
02329ee8b584579d365304d523c0c1b4687f09f1400712c11fdf5c4f63c451e2b7,2,0,2,730,,,tor,f6q7zak3aft7o3hzxf2ryjurcso2cilkoy5g3cfci6fw7qjz4smzbxqd.onion:9735,Nodelier02
0316d4c250271b46170bcdbecd902d8ee652f4d6c918addb1c951f1b14057ea6d9,1,0,1,244,,,tor,2bh35hj3rpew6razh5odi6nez5jrgs3o5aowsu5kz44yysvx2c4f2kqd.onion:9735,0316d4c250271b46170b
02f2a0c419dacdb32254a07af13e1bfb050fadae84d5ae2a4b64e81372e07e62d5,1,0,1,228,,,tor,xeaycasshyuojexv3eummk5og67vbmo3mxyiuc4qvsszmidpclvetqad.onion:9735,02f2a0c419dacdb32254
02847cb165063ecba5927c564c966206be2893bf9046ffb4ece8de6bcbc0d982dd,1,2,2,1085,,,tor,gmty6maqbvupak6mbksxbvuwcrl63y6rpqw7m3hqq2lrydafdctjtpqd.onion:9735,02847cb165063ecba592
03d9485f27c433ff17fc103b925dfe1385e77728662e65b4e5373eb408386c4c66,1,2,1,617,24940,FI,clearnet,37.27.27.180:9735,bps.sicurezzabitcoin.com
02131c3191d5631bd024ed179fba8826d9a8fc7bc972af752da56841dd26df178a,2,1,2,978,,,tor,e3zkrzzinb3lx7po3eynb5kv6gmhoag3tktruioqocaawonhw3atfpid.onion:9735,ATMNode
023273796d3c52b57e665730edc2b6c27a57ef0346ac288ac1efa6f7286ede21c0,2,78,11,1879,,,tor,wavuv4ipmsfadtmrfmwsrflpj4avhzx4dqt5qw7fsgisucfjqz5hanad.onion:9735,inbound-liquidity.net
0324aacc1e5997584d9a029b1a084c8de3cf5fb5dc95ec476c427b6343c7ec1f19,1,0,1,1590,,,tor,bjzouilzhq3ij26cptokyeewcwyabes7wyc545nv6y5b5n3yqbgx36ad.onion:9735,moonbanking.com
028beafef6c5868a10d0e2898df8068b6e912903e40087039fcad23022ae152a6d,1,1,2,1756,,,tor,3h4hm5dwhhldrho22ob4bngidwtbzjmd43kurxfvqza5tia4xt2aw3id.onion:9735,028beafef6c5868a10d0
031a763ef63f34a3c10cc3672c4b553160edef347732f7c7deecded101e4fc0053,10,10,10,448,,,tor,jnbtlmomwpdxuocoi6ikjxao4w5hfz5ls2hdcbhtc7avtkhitgdtqlyd.onion:9735,NodoLightningSuperMegaFico
03e036c7da199f4dd1f2ea0eaedf2ba6142850553671cdc7d502ec382173ba9396,3,104,4,1673,3223,US,tor,2hapmorx5prz2saedhwu52y7luay6sozbfrl3jz63fpalcy3qpgqfcyd.onion:9735,libre.org
02dded01476b793f815383c6c278cc390dc4aa8ff28b4430f26f67b1a619945eed,1,15,3,2535,,,tor,azr3pbexmyfslgkc5nodoewl4p5s2w57ndeqygzjjzjykfu3omfznjad.onion:9735,scybolt
020a9442b1daee87f771203cf78e1d6c1468f525ecc1a8fde027bd20582b8f6962,2,29,2,2473,,,none,,Pluke
03cfcc5198725f84e76e2e15cee3017b45ae355b9b64d7ae6700b91b238a791b49,1,7,1,993,,,tor,z7mfo5kfsdvqwkrhz7kdcshg73xv6guyqpthdssadc3ppq6j3oycdlad.onion:9735,Thorn601
0375d274a955463e1f1128ecb1d66fadb11a8152fae83ca20e0abad2acfc5200dc,1,3,4,1989,,,tor,64scin5hcsqncsi47pw6jhbnov2djzizgtpdo7q56gynzj5ttm3xebid.onion:9735,alekos
02d3fba1db8b1f53df5b504de5e8700c02f9b7e3f4a2e34df43a5437cc2a05bbd4,3,15,3,1023,63023,ES,both,"67.220.66.157:9835,hoe2jjlzi7cevjups7ue2xkrram7a7k52sfic4gbiywmb53wyerbz4id.onion:9735",node1.walletano.com
03228fbe81eca0358a016c0b412edd27ef9c24ecc12ccd538ee207665315549d9a,3,14,4,1298,,,tor,vr4crnivgtckzewv256pu33joxw7k66hciftixvgt3zjc4zvg7ooueyd.onion:9735,03228fbe81eca0358a01
036cd1474b3ebbc09c1c5dfdab72d1b7bc961314664ec5af2af6c6a822921fde66,34,18,34,57,3303,CH,clearnet,188.60.147.28:9735,SmallBaboon
03f6ce53dd3ef26fa45a87784359c5221e3d6a39be7bcf9797129c117ac50ced59,1,8,2,1722,,,tor,dzyeokiy3oct4uxjuct25vkwtccr7uzpvptle4lexkv4nyhlnpwbcuqd.onion:9735,cwbit-lnd
02d05c4414a490627126659c5a7fb1456568fe078a4ac901ccdb73649e49abf803,7,9,7,255,,,tor,46yonb57tq6w2yatmg46neeywj3w63bnev5gmtd45nyyc53tkcllkhid.onion:9735,TolasudolsaLND
035b6f2dd81a4df9edcdf26e935a191fb97031801841cbc2c7d1cad2f06643d487,1,0,1,112,4134,CN,clearnet,111.79.250.211:9735,LNT.XJH2
0397912455b6ba3e4b532e2230ec9bf358c0696f8d6d86068ff92e2b9948e604e8,1,0,1,1861,14618,US,clearnet,3.80.163.197:9735,bdc0458a93cd
02df315ed19636d66272e2ebbc1f413e460ac5a004810b28ef4714b30f33acf6b0,7,73,7,1650,,,tor,mnmmcsuswmdpmwfogod4p7qr3xkqfxxx3olbpuja6hxnulrzgsr23gyd.onion:9735,FreedomFighter
0305d01c7492fed690e315a9f26960b1e22cd75c9de77df7d55b57bbacc1d758ac,1,1,2,1476,,,tor,a3k3izbzag6salwepbfi3s742f2cztkrtbgjslvg6i7idyl3aflf2tqd.onion:9735,0305d01c7492fed690e3
039c02976671ae843608584b5b76a7e3f3bf040371d8b34bf5b3c606bb8f3f00a4,2,71,3,1603,,,tor,sjhcgqvefspxwqhl3w675rj5e2ss2o4foffa52lxvms5lohcm5z7cpqd.onion:9735,sahilc
03b490b2f840dcc5038528740203d59183991554e34fca0f38e45896c6b0a403a2,1,1,1,2676,3320,DE,clearnet,79.225.184.134:9735,LightningStormBerlin
03664bfbe6a7b4dff8616fd1f666e9e4da5df0828e8c4cf3ee15ed5f4bd8fd3cad,1,3,1,187,,,tor,wf5xut7mcbalybsyw5ic5cmlwgkt64wjistmimrso3yboxexi6awcuid.onion:9735,Nexus 6 Outpost on Mars
0297852612135309a694feb8516a96197b99e07f0fbd9f2032d2baa5607fb52b10,4,0,4,52,43641,NL,clearnet,213.111.156.31:9735,0297852612135309a694
039c54b9dd116ab96e64c68ab57ee561139c43797a6dcac4c651575a109f8c7eb5,1,0,1,76,4134,CN,clearnet,110.152.207.131:9735,LNT.ly17
03816f59018284a66d92f200d230ab0469f77e29988eb0990afb51267a06f76eb0,1,0,1,443,,,clearnet,"0.0.0.0:9735,[::]:9735",
02dc9f37ccae9740a0ab615c9e96ec182e8fb3260da45888a8a8c77abb576c5d14,1,0,1,166,4837,CN,clearnet,116.178.45.14:9735,LNT.TG001
02741ac3f3c349f2789a0821bcb936f35fe977ed07a7d87cca3afcb37ce640a60e,1,0,1,196,4837,CN,clearnet,116.168.173.86:9735,LNT.LGQ001
02624e4de239fee1c433b3f21ddde95bcec3585f2275bd05403669c98ae305e7fa,1,2,1,1679,,,tor,pi5j7sv4jjc2j6zecigc7ttmn2mw5cckhmsaiv54vzmkp2kaeznsgyqd.onion:9735,opreturn
029909235d003b0d15f16d4de2adb937639e78ff1d11a59a18f23ca1c26cba53a8,16,37,16,1543,,,tor,zmrpluxmszdaoxgqhjag7cwtsowqm6xktittsl4pfm35yktbfnvgznyd.onion:9735,ZIPPO-Cyberpunk💀
024cc252a138f91f1fce99eba438dd9cdde0c13acb633dc2b25fd98dc93ced27b5,2,0,2,926,,,tor,uchjbvsahe27nrwj5speuhjuhjymgkjlv7liusmlusd4vzg33lxzvbqd.onion:9735,024cc252a138f91f1fce
02de30bd1a5e91e0fafdea56ec67684c9f3164826ce8c2e739191b00d05d71cc36,1,0,1,166,,,clearnet,"0.0.0.0:9735,[::]:9735",Alby Hub
02bd37990d737473a7827d3aa0b5d9ba46d2ac16c73753567e4d703e0a9dea3571,16,18,16,352,,,tor,yog2kwhyjw4dgmr2vj64mjy6r4pvkrvphu3iln4jko543mg7vgm7itid.onion:9735,ln01⚡
03846aa88ae8710d0bcd881382f6164955b92600d2d25a3f9f70e897bfcc22c424,6,90,15,1601,1136,NL,both,"86.80.164.21:9735,nxeanuoavopq3lupphkehbgjz74utqsyzhcnzzq2ap2okhzlaosa75ad.onion:9735",Astronodl
0302874e098176e3cff22ac293740bef970a0132d294b333962f3d3e06f8370770,1,0,1,49,9808,CN,clearnet,39.128.48.139:9735,LNT.wl0211
0238e5a3b339f7f97a784e2d62d10a6c5b79a35252bdd9c21378bb2341546c308c,1,0,1,188,4134,CN,clearnet,182.150.99.236:9735,LNT.cj1317
0303e0423fd2c40d73978b03069f63d6ca5ae1abf61f5666bbbea886181f21e8e3,13,103,13,1782,213230,US,both,"178.156.167.202:21845,fhhz77ifwvymzeq4gzrjjsus74a6zdstv224lae5qyqlgsjthub3aiqd.onion:9735",Node Up or Shut Up II
02319b9dec6adc1526c8707eb7110915291751424bc08166f55240fe7817a3dd53,1,5,2,2047,,,tor,ovwiqdkhwofabuofur4ptnvndp74yg7psg43b2457gapft42w7lnicad.onion:9735,LL-LND
0210e18bb6d5cb0236d577c9428457e6fc63453a190785001a68a15e7ef1f2969e,1,0,1,183,4134,CN,clearnet,112.113.147.87:9735,LNT.WQF005
03e4a5b7bc1dbc7824cb5293be8d20171e1a28ebe249df5ae14a870d853b43b732,7,8,8,1400,16509,SG,clearnet,13.214.16.88:18788,lntid4
03a2c34daf010b3501daf704b5a321e82e1631421b7ffa18dd49014967eda82dc9,1,20,2,2533,,,tor,blocsiq5epwbye47.onion:9735,blocs.fr
023bdd219b85d02da9b3fd679b32a1098c97122767433eb4ba59641514bbcbd694,22,324,22,1773,208951,NL,both,"109.207.173.88:9735,w3a3qugdyzxglfkesqs7phwi7czq2ytuz7amyykl63gn2hvc6zsqz6ad.onion:9735",Frode-lightning
025433aaef2bf757709ce2a450aae96e0f7f21fda353083188bb41ef0126e912bc,1,0,1,46,,,clearnet,"0.0.0.0:9735,[::]:9735",Alby Hub
02c9e394ca06e27fa39a5c35c0ceaef058df0894f3798d2d154e53afc31fa452b0,1,0,1,193,4134,CN,clearnet,222.211.141.76:9735,LNT.zjf05
02d58859b8fc0e389b7d55a023520bec81aa95c3c91f90a79dcaf7a85a766f27ad,2,86,5,1212,,,tor,uewdfjq77b3ff4sjuggqoqtmoeisp7wznttzhetzidqacbicihgdgiad.onion:9735,Akrimlos
02f79c099362ae82e3301118cd5fa729ea9601da80977b8e2a8e0edd70d97b204e,1,2,1,1629,,,tor,ckayz4udg7vvqzcllruskkgxvocgs4xzxiww33twv4oxjbqhdxevv6id.onion:9735,AGORANODE
0361e26a49c7d981f6cc1f78e57bfa5203b7405aaa3baf58ff17c9d189e44098a0,1,1,2,2490,12874,IT,clearnet,93.41.173.234:9735,Andrea69
02740d1d98c324ff4a1a99b0e489314469ddc6c36a2543f07b6ba36cfc5cc451cd,1,0,1,160,9808,CN,clearnet,223.85.206.54:9735,LNT.cj01
0295b074c47232a0ee848589abd655bd91cd15dc628b94937b5c128aadddc06ad3,1,0,1,147,132203,JP,clearnet,124.156.224.151:9735,LNT.apple
02c5097bb37e94318b4e18a51faab68e764b234e9fb90b132397130e008d775d75,1,1,1,1598,,,tor,luk57bddv5ytr3aigajgrz5hkzfzf2adgondkuwqw2ncmpru44iwagqd.onion:9735,02c5097bb37e94318b4e
02e0a0c0250b440f6dd4fd92621ba41a67414d3caed6325c575e33c458f364eee7,1,0,1,769,,,none,,02e0a0c0250b440f6dd4
0306eb86e28d8a0683092a14797ced1a6a73a858cd0ea37e93e828390953295acf,1,0,1,201,4134,CN,clearnet,118.116.33.130:9735,LNT.WWT-H01
03a75c54d3e78db462447cbd4f8c39fcc5d9172e297c14d0bafdcadb451aadc6de,1,7,1,821,,,tor,lf6eaw6bm2orbfaa6dwhcul56oqckxzjc56euzc7mf4hhees5md3pjyd.onion:9735,BoBKK
03c89d4dc622ab5366710f8d4b242e9c374607cb2fcdb07900ef8379b78bd90b0c,1,4,1,1746,,,tor,fjtclqepkwtu7hlcwumdx62fv5t5kqsahrxqtso23mk2hsa33ihzkjid.onion:9735,paul
03f6e49fdeb6a93dffd7df330cfc7d18169a1c9a16a669263d0e21b05772fe96c0,2,6,2,1198,,,tor,x63uixymeednejf4gtxtquba57fudtn6akv5kv5nya6ieqqnpqxewoad.onion:9735,SOUNDHOUSE
03977714c33be1a50c442e70525886973f7952b4545d5d723e1fc26196830d69f6,1,0,1,197,9808,CN,clearnet,39.129.252.126:9735,LNT.xjy
02a5ee5cd0be46df1a3b8e58297336e1755abfb6e3258683c61a4464e987e5e8a4,1,0,1,188,4134,CN,clearnet,182.150.99.236:9735,LNT.cj1315
038cbc027005e77f7e8f3f192f68719fde8d3c107b9df42c80cacfe26ef9b59f69,1,0,1,49,9808,CN,clearnet,39.128.48.139:9735,LNT.wl0189
028bfe57548c38a2fd2e21649f50af9649b15d5597d1dd8504f0c54e466f1c57db,1,0,1,178,141739,CN,clearnet,14.107.174.19:9735,LNT.gj7270
02be4d70d4153615787e0234cf1e3f9d02e4ec61a1183b4d6bbea90b5f4ad76303,1,0,1,156,9808,CN,clearnet,112.43.206.216:9735,LNT.keshi001
02fe66dddb3f74ced0916989d5ddef13f8ed839bba67259597da501cef84898815,1,3,2,1531,,,tor,yjlcjgtxyr5ebpcewieivnijluhfv35235tj33gappsyiyz6bbj6thqd.onion:9735,02fe66dddb3f74ced091
025a6636921319618bab31939dff1686375744683d2035c2a7e356cca81eb37f1a,1,3,1,1849,,,tor,bkzowjhfhmg7fnpxlwcghbtwql3qjm3o2n43jquwbpm6dwx6x2oi7jad.onion:9735,025a6636921319618bab
025f0a47fb2614dddaeda50cf0f18bf08811139a7647bcd5c2ccef1ffb2ad98224,1,20,1,2306,,,tor,jnyhzhpai4dc5ztryppohjjzhzhv6kvsb5v5fqb2ojmrolpstiz2mrqd.onion:9735,sixdotfifteen
033d5a95c6965793a4199245eb534c91f092c961dd76eeab50ecb2164bf0241a1c,3,20,3,1454,,,tor,vdekt267mpvtsuv4kpjzbcxaalwklfh3q3fbfkqph6kofmumxyuirkyd.onion:9735,vonets
029e4efe809b4f0acad6f3304c0e43a3f40fe661745fc41d9ae91d4e187857bc94,16,62,16,1100,,,tor,cglhh6k2p4tcnnvgca7csiko4s2n67y52ylubluxx27brqd66muuy7qd.onion:9735,Zero Fee Routing Mission Plan <B
028c0b24915b87e2f433405be8e0df5988cd591d65d5c981feda24658fbc81bc28,11,160,11,1121,14061,US,both,"159.223.176.115:23992,if5n7bithfkyo27oxwotcyylfy3gyzz2kljwrkkubfo36jqmbyquemqd.onion:9735",Pear 🍐
0357a26c48737d67cbb4368b46b392ef4daf6f4d4d180946c171a470f9fdb41441,1,0,1,102,,,tor,h2bb55ktxpcpqgaej45wl4pahoxjbury55gtr2mzdp52lf4vivzttvad.onion:9735,nelsonfromPY
02b37013202570d6c89bf18fc783ea832e0b9ca469f90bfbb906ea376e36e75b7c,1,4,2,2514,,,none,,02b37013202570d6c89b
03f576c4fe7ec82a459dbc194b33b55f4e9a606442f69364a90e18f7bea9e4b414,8,20,8,1109,31898,US,both,"155.248.200.221:9735,xbwg3xxlgw24vf4z2ddzsvqg3claril2xyxncqqp3rzeibj64dwrvvyd.onion:9735",SANJOSE_UBETCHA
0369bb40df62d5d1f34f7f8aa4f739302ee9b81936d4408cfbe2dadc9b6fac9e63,0,8,0,93,20473,KR,clearnet,158.247.206.251:9735,jerryiscat-kr
03e96269bedd6e457a313daea3b9d6b0e7a5905384d1c00e9a9ae88d06825abf73,2,0,2,411,,,tor,sk3b2nqe6aymwco5b2liz5f26w3rc4jdbmr5agfrbhx3vllo4wd5shqd.onion:9735,start9-0x6ea33aa3efa4b02e
03875cc379528a7ca55d563284ccb596836cab95194d2668041ed1b881121733fc,4,2,4,298,,,tor,wckigyo47d2vafwe7sl44xerhqmurietsxzp4vlwmmrjyswxjazjioqd.onion:9735,Arctic LN
0271582af8fedc9354acedec65874ea119c2f14aea7ae462d773bbf8b18269fe60,2,0,2,211,,,tor,ekyekqaohn6rtxnvlgkt7am5m54mbjzzxt3riixg3l372qnlf7jqcoid.onion:9735,burka
0390ebd81389b19156ab84faf8be0689ec2c5ac6a02cee2792b8f93e42edc6b3dc,1,3,3,1514,,,none,,LN-TIBC
025f09c9f9821ccee629237dcfef95e2509ead5f9b5d423344e053da2b08a04557,1,0,1,53,4134,CN,clearnet,182.241.59.14:9735,LNT.WL0176
02c9404d38c8de254875bfd3733dfbff9119de490f025fd523452020d30e9503aa,1,79,1,1451,141995,SG,both,"46.250.236.40:9736,e7dmkzhhx4hgb2vqlbwrzk7rteuknkojvw4vdzp7rsj4dd3udc4r7jad.onion:9735",02c9404d38c8de254875
032159770ddfb2f70f3e1b9308d588f9083799af7701be0d78a8970a4b86f0ce74,3,13,3,1626,,,tor,6lq6p4kry7wo4z7g5alkom6jedaz4pko6m5e5ryiym2yplycxmeoj3id.onion:9735,032159770ddfb2f70f3e
03f311f6bb92443e93ee75af7b8cabe0b8bd49f7eaa2757086124c1a75cbe2bfcd,1,1,1,627,701,US,clearnet,100.0.242.58:9734,NERV-CLN
0341570f399503e6cb24c04b6fdf5161827257d4f9dda13ff8ad576bc095c7bb99,2,9,3,1082,20473,SG,clearnet,"45.32.115.240:9735,[2401:c080:1400:4f1f:df31:e3c:4716:47e9]:9735",thothpay.com
020e6dd9f90cc37f2a7b5e881b6ecb6fe07f60d86416f34c63d8264356649fd8cb,1,54,1,1713,,,tor,rpkor5hhgvujw7jobek5dmorhuqwfpdo2xeoino4wmhnjfagy47tyzad.onion:9735,⚡️KYCJELLY ⚡
0315f0e1d2e23002f84e2274fd0e722fb0fe20692ccc8a221578f620cd406ec2b7,44,25,44,183,,,tor,65gcck4kaoylfw3xn2j25zypvn42jyszhz3latavq4hyvl6ifmcys4ad.onion:9735,Gallia II
033ec23de8994dc859dca18b15406e63c9bdce620cd7d1af0018eb1b735457c35d,1,1,1,241,,,tor,"i4rfot2rubp3iry4zhiszpbh2xphvkilcfnmaoev5pzyoa5zt6emomqd.onion:9735,lightning.marksserver.com:9735",MyCLNNode
03390feee209ea18e7dc387be04035508e213e4f4e8c36dc53c337f59ef9273a52,1,8,1,1693,,,tor,nolafnr4mvu5xyopkbyxm3kzi5tptnowd7ur33zhbeciqfwesi26ggad.onion:9735,TEDnode
0380dac78e4f937a1dd62673caa2edd04e4ad1f87cc2991a28504c984eb32ce3f8,1,0,1,1508,,,tor,v7u6ydkvehkq42xv7k2y5ciijxrg5yku3qabc5d6xifky3zgdfkzrvid.onion:9735,0380dac78e4f937a1dd6
03680c5ce92148d34d6093fd50375d6a07cb1d69be232a3ebd479fe0b4a98fa89e,1,3,1,2573,7018,US,clearnet,99.152.240.206:9735,eccentricbabysfirstlndnode
03c8ba41d707a0fc4236af0a03008fc995e828a512db40a18226e166150a631861,1,0,1,114,4134,CN,clearnet,106.57.158.143:9735,LNT.wl0064
03ea19a769fff5958f0276f9e00276a424ac01729e7fe7aa378f7bfe7e1ce55602,1,1,1,1618,,,tor,dgwvyvfyh7hubf5lbvxwg4vey26tvgrdr6xtzpv23w43qjgcj5li7eyd.onion:9735,QR-Node
032e60320fe7ccfda6880e8ca639f5f63a1c5aa130270931e841fb517728ccb483,9,111,9,1432,53667,US,both,"209.141.37.57:9735,wkrvlt7bgxk64hfxepjqzldesi7oqh7yj5jzfo5l3xfmsvwopsdde2yd.onion:9735",LIGHTNINGWHISPER
034852e16847d5e2a0936069cf0928e5eb473bcdec38d33f83ab5450cd7e2f6702,5,26,5,569,,,tor,vxxqq2s7qh52cxef5stjahg554kotemcofjs3fjilkckygtuyhqcjuad.onion:9735,pantarey-IT-001
0321b41dfe60d02b0532363a8f25b589b09a3c4e18fc69992077f40cf48b7efdf3,5,0,5,188,,,none,,
03282d617daa9e0a6f50cc14f2dd2684710c72abde0205f4ba340bb3b1b4f323dc,2,1,2,161,,,tor,kde2y3ujeto44e2g7krvlfoidwq47rpxoy2xngwzi4ybtjrtxggm2qqd.onion:9735,GREENRAGE
0357482f188ee05967e2a64087ec6215698b262f4a9d792f485100ebd9b8290875,6,15,6,188,,,none,,
